nbClient 	 %CallHimself 	 %CallNeighbourhood 	 %CallExt 
"10"	47.295866703488905	19.75398140476848	32.950151891742614
"50"	45.19542525538467	20.258695507758507	34.54587923685683
"100"	47.61564508598383	25.44606429260247	26.938290621413703
