nbClient 	 %CallHimself 	 %CallNeighbourhood 	 %CallExt 
"BSBM 1M"	47.295866703488905	19.75398140476848	32.950151891742614
"BSBM 10M"	11.228697958303197	18.05474133008489	70.71656071161192
